Slope,Intercept,R2
0.33722360009847135,0.12825418098231037,1.0
0.3070359363165986,0.12990793992552857,0.9955791377637541
0.31683187164493704,0.12902776776882416,0.9962837666855147
0.3169058628818347,0.12901577814126758,0.9983200813062334
0.304170072331905,0.13162984312804957,0.9967944509608835
0.27457183704716753,0.1398112565967393,0.9865550640988187
0.2168960594315102,0.16027585852972084,0.9326809989805577
0.1963660169927803,0.16830002091800028,0.9310284973629147
